,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards,WebURL
215,"Rufi Greenland, Scheme 33",30000000.0,6.0,8.0,200,https://www.zameen.com/Homes/Karachi-2-9.html
216,"Zamzama Commercial Area, DHA Phase 5",21000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-9.html
217,"PECHS Block 6, PECHS",67000000.0,4.0,4.0,240,https://www.zameen.com/Homes/Karachi-2-9.html
218,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",15000000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-9.html
219,"Bahria Town - Ali Block, Bahria Town - Precinct 12",14500000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-9.html
220,"Akhtar Colony, Jamshed Town",8500000.0,3.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-9.html
221,"North Karachi - Sector 11A, North Karachi",2400000.0,1.0,1.0,44,https://www.zameen.com/Homes/Karachi-2-9.html
222,"North Karachi - Sector 11-C/2, North Karachi",21500000.0,7.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-9.html
223,"North Karachi - Sector 7-D1, North Karachi",25000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-9.html
224,"North Karachi - Sector 9, North Karachi",21000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-9.html
225,"Navy Housing Scheme Karsaz, Karachi",122500000.0,6.0,6.0,350,https://www.zameen.com/Homes/Karachi-2-10.html
226,"Bahria Town - Precinct 35, Bahria Sports City",21500000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-10.html
227,"Bahria Town - Precinct 8, Bahria Town Karachi",6200000.0,1.0,1.0,64,https://www.zameen.com/Homes/Karachi-2-10.html
228,"Askari 5 - Sector J, Askari 5",67000000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-10.html
229,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-10.html
230,"Emaar Panorama, DHA Phase 8",41700000.0,1.0,2.0,153,https://www.zameen.com/Homes/Karachi-2-10.html
231,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-10.html
232,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-10.html
233,"Saadi Town - Block 7, Saadi Town",23500000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-10.html
234,"DHA Phase 7, DHA Defence",150000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-10.html
235,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-10.html
236,"Askari 5 - Sector J, Askari 5",64200000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-10.html
237,"Shamsi Society, Shah Faisal Town",8000000.0,2.0,2.0,120,https://www.zameen.com/Homes/Karachi-2-10.html
238,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",35000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-10.html
239,"Bukhari Commercial Area, DHA Phase 6",23500000.0,4.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-10.html
240,"Malir Cantonment, Cantt",67400000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-10.html
241,"Malir Cantonment, Cantt",67500000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-10.html
242,"North Karachi - Sector 11A, North Karachi",4200000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-10.html
243,"Buffer Zone, North Karachi",8000000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-10.html
244,"North Karachi - Sector 11-C/1, North Karachi",5700000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-10.html
245,"North Karachi - Sector 11B, North Karachi",13500000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-10.html
246,"North Karachi - Sector 7-D1, North Karachi",7500000.0,3.0,3.0,135,https://www.zameen.com/Homes/Karachi-2-10.html
247,"North Karachi - Sector 9, North Karachi",21500000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-10.html
248,"North Karachi - Sector 5-C/1, North Karachi - Sector 5-C",5800000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-10.html
249,"North Karachi - Sector 11A, North Karachi",4000000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-10.html
250,"Bahria Town Karachi, Karachi",55000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-11.html
251,"Bahria Town Karachi, Karachi",34000000.0,4.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-11.html
252,"DHA Phase 6, DHA Defence",130000000.0,6.0,8.0,500,https://www.zameen.com/Homes/Karachi-2-11.html
253,"Sanober Twin Tower, Saadi Road",12000000.0,3.0,4.0,189,https://www.zameen.com/Homes/Karachi-2-11.html
254,"Askari 5 - Sector J, Askari 5",36000000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-11.html
255,"Emaar Panorama, DHA Phase 8",68500000.0,2.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-11.html
256,"Emaar Panorama, DHA Phase 8",123900000.0,4.0,6.0,467,https://www.zameen.com/Homes/Karachi-2-11.html
257,"Emaar Panorama, DHA Phase 8",125000000.0,3.0,5.0,311,https://www.zameen.com/Homes/Karachi-2-11.html
258,"DHA Phase 7, DHA Defence",65000000.0,4.0,5.0,250,https://www.zameen.com/Homes/Karachi-2-11.html
259,"Federal B Area - Block 10, Federal B Area",106000000.0,8.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-11.html
260,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-11.html
261,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-11.html
262,"DHA Phase 8, DHA Defence",45000000.0,4.0,4.0,100,https://www.zameen.com/Homes/Karachi-2-11.html
263,"DHA Defence, Karachi",110000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-11.html
264,"Navy Housing Scheme Karsaz, Karachi",80000000.0,5.0,7.0,400,https://www.zameen.com/Homes/Karachi-2-11.html
265,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",125000000.0,5.0,,0,https://www.zameen.com/Homes/Karachi-2-11.html
266,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",46000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-11.html
267,"North Karachi - Sector 10, North Karachi",4700000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-11.html
268,"North Karachi - Sector 11A, North Karachi",2500000.0,1.0,1.0,44,https://www.zameen.com/Homes/Karachi-2-11.html
269,"Clifton, Karachi",75000000.0,4.0,5.0,220,https://www.zameen.com/Homes/Karachi-2-11.html
270,"DHA Phase 8, DHA Defence",92500000.0,3.0,5.0,406,https://www.zameen.com/Homes/Karachi-2-11.html
271,"Clifton, Karachi",37500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-11.html
272,"Clifton, Karachi",19000000.0,3.0,4.0,189,https://www.zameen.com/Homes/Karachi-2-11.html
273,"Bufferzone - Sector 15-A/2, Buffer Zone",37500000.0,6.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-11.html
274,"Clifton, Karachi",83000000.0,4.0,6.0,333,https://www.zameen.com/Homes/Karachi-2-11.html
275,"Bahria Town - Precinct 4, Bahria Town Karachi",47000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-12.html
276,"Lakhani Fantasia, Scheme 33",6200000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-12.html
277,"Ittehad Commercial Area, DHA Phase 6",16200000.000000002,2.0,3.0,100,https://www.zameen.com/Homes/Karachi-2-12.html
278,"Bahria Town Karachi, Karachi",17000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-12.html
279,"Scheme 33, Karachi",18000000.0,3.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-12.html
280,"Falcon Complex New Malir, Malir",74500000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-12.html
281,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-12.html
282,"Bahria Town - Precinct 10-A, Bahria Town Karachi",17000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-12.html
283,"DHA Phase 4, DHA Defence",62500000.0,4.0,6.0,300,https://www.zameen.com/Homes/Karachi-2-12.html
284,"Tauheed Commercial Area, DHA Phase 5",14000000.0,4.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-12.html
285,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-12.html
286,"Askari 5 - Sector J, Askari 5",64200000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-12.html
287,"North Nazimabad - Block H, North Nazimabad",15000000.0,3.0,3.0,144,https://www.zameen.com/Homes/Karachi-2-12.html
288,"Bahria Town - Ali Block, Bahria Town - Precinct 12",14500000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-12.html
289,"Bahria Town - Precinct 35, Bahria Sports City",19500000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-12.html
290,"Saima Arabian Villas, Gadap Town",12000000.0,2.0,2.0,120,https://www.zameen.com/Homes/Karachi-2-12.html
291,"Saima Arabian Villas, Gadap Town",15800000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-12.html
292,"Clifton, Karachi",152500000.0,5.0,6.0,650,https://www.zameen.com/Homes/Karachi-2-12.html
293,"Clifton, Karachi",46000000.0,4.0,6.0,361,https://www.zameen.com/Homes/Karachi-2-12.html
294,"DHA Phase 5, DHA Defence",25000000.0,3.0,5.0,333,https://www.zameen.com/Homes/Karachi-2-12.html
295,"DHA Phase 5, DHA Defence",150000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-12.html
296,"Clifton, Karachi",80000000.0,4.0,6.0,389,https://www.zameen.com/Homes/Karachi-2-12.html
297,"Clifton - Block 8, Clifton",70000000.0,3.0,4.0,333,https://www.zameen.com/Homes/Karachi-2-12.html
298,"Clifton, Karachi",42000000.0,3.0,4.0,244,https://www.zameen.com/Homes/Karachi-2-12.html
299,"Clifton - Block 4, Clifton",72500000.0,3.0,5.0,268,https://www.zameen.com/Homes/Karachi-2-12.html
300,"Bahria Town - Precinct 27, Bahria Town Karachi",13500000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-13.html
301,"DHA Phase 8, DHA Defence",350000000.0,6.0,6.0,1,https://www.zameen.com/Homes/Karachi-2-13.html
302,"DHA Phase 8, DHA Defence",157500000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-13.html
303,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,7.0,375,https://www.zameen.com/Homes/Karachi-2-13.html
304,"Bahria Town - Precinct 1, Bahria Town Karachi",35500000.0,5.0,6.0,272,https://www.zameen.com/Homes/Karachi-2-13.html
305,"Federal B Area - Block 15, Federal B Area",30000000.0,6.0,7.0,144,https://www.zameen.com/Homes/Karachi-2-13.html
306,"North Nazimabad - Block F, North Nazimabad",29000000.0,4.0,4.0,267,https://www.zameen.com/Homes/Karachi-2-13.html
307,"Emaar The Views, DHA Phase 8",224300000.0,4.0,5.0,412,https://www.zameen.com/Homes/Karachi-2-13.html
308,"Askari 5 - Sector J, Askari 5",69000000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-13.html
309,"Askari 5 - Sector J, Askari 5",38000000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-13.html
310,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-13.html
311,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-13.html
312,"Saima Arabian Villas, Gadap Town",14400000.0,3.0,3.0,160,https://www.zameen.com/Homes/Karachi-2-13.html
313,"Bahria Heights, Bahria Town Karachi",6000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-13.html
314,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",24500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-13.html
315,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",8300000.0,9.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-13.html
316,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8500000.0,2.0,2.0,61,https://www.zameen.com/Homes/Karachi-2-13.html
317,"Clifton, Karachi",34500000.0,2.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-13.html
318,"Gulistan-e-Jauhar - Block 1-A, Gulistan-e-Jauhar",29500000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-13.html
319,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",74500000.0,6.0,6.0,240,https://www.zameen.com/Homes/Karachi-2-13.html
320,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",51000000.0,6.0,6.0,240,https://www.zameen.com/Homes/Karachi-2-13.html
321,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",55000000.0,6.0,6.0,240,https://www.zameen.com/Homes/Karachi-2-13.html
322,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",27500000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-13.html
323,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",67000000.0,5.0,5.0,400,https://www.zameen.com/Homes/Karachi-2-13.html
324,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",26500000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-13.html
325,"Bahria Town - Ali Block, Bahria Town - Precinct 12",14000000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-14.html
326,"Bahria Town - Precinct 31, Bahria Town Karachi",15000000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-14.html
327,"Bahria Heights, Bahria Town Karachi",7500000.0,3.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-14.html
328,"Bahria Town - Precinct 35, Bahria Sports City",21000000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-14.html
329,"Bahria Town - Precinct 4, Bahria Town Karachi",50000000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-14.html
330,"Falaknaz Dreams, Malir",13000000.0,3.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-14.html
331,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",47500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-14.html
332,"Falaknaz Presidency, Malir",10500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-14.html
333,"DHA Phase 4, DHA Defence",91500000.0,5.0,6.0,300,https://www.zameen.com/Homes/Karachi-2-14.html
334,"North Karachi - Sector 11A, North Karachi",32500000.0,3.0,3.0,288,https://www.zameen.com/Homes/Karachi-2-14.html
335,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-14.html
336,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,289,https://www.zameen.com/Homes/Karachi-2-14.html
337,"DHA Phase 8, DHA Defence",95900000.0,2.0,3.0,206,https://www.zameen.com/Homes/Karachi-2-14.html
338,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15500000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-14.html
339,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15000000.0,3.0,3.0,152,https://www.zameen.com/Homes/Karachi-2-14.html
340,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152,https://www.zameen.com/Homes/Karachi-2-14.html
341,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",8200000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-14.html
342,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",45000000.0,6.0,6.0,240,https://www.zameen.com/Homes/Karachi-2-14.html
343,"North Nazimabad - Block H, North Nazimabad",9800000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-14.html
344,"North Nazimabad - Block F, North Nazimabad",16000000.0,3.0,3.0,144,https://www.zameen.com/Homes/Karachi-2-14.html
345,"North Nazimabad - Block L, North Nazimabad",8000000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-14.html
346,"North Nazimabad - Block D, North Nazimabad",40000000.0,6.0,5.0,200,https://www.zameen.com/Homes/Karachi-2-14.html
347,"North Nazimabad - Block F, North Nazimabad",95000000.0,6.0,6.0,550,https://www.zameen.com/Homes/Karachi-2-14.html
348,"North Nazimabad - Block L, North Nazimabad",55000000.0,7.0,6.0,233,https://www.zameen.com/Homes/Karachi-2-14.html
349,"North Nazimabad - Block L, North Nazimabad",50000000.0,7.0,6.0,256,https://www.zameen.com/Homes/Karachi-2-14.html
350,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-15.html
351,"Bahria Town - Precinct 18, Bahria Town Karachi",4200000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-15.html
352,"Bahria Sports City, Bahria Town Karachi",20500000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-15.html
353,"Bahria Town - Precinct 7, Bahria Town Karachi",14000000.0,3.0,3.0,144,https://www.zameen.com/Homes/Karachi-2-15.html
354,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-15.html
355,"North Town Residency, Surjani Town",7500000.0,2.0,3.0,100,https://www.zameen.com/Homes/Karachi-2-15.html
356,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",16000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-15.html
357,"Bahria Sports City, Bahria Town Karachi",19700000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-15.html
358,"Mateen Complex, Bin Qasim Town",4000000.0,3.0,3.0,89,https://www.zameen.com/Homes/Karachi-2-15.html
359,"DHA Phase 5, DHA Defence",80000000.0,5.0,5.0,400,https://www.zameen.com/Homes/Karachi-2-15.html
360,"Bahria Town - Precinct 12, Bahria Town Karachi",15000000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-15.html
361,"Bahria Town - Precinct 35, Bahria Sports City",21500000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-15.html
362,"Surjani Town - Sector 4A, Surjani Town",3500000.0,3.0,2.0,67,https://www.zameen.com/Homes/Karachi-2-15.html
363,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",77500000.0,11.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-15.html
364,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-15.html
365,"Bahria Town - Precinct 31, Bahria Town Karachi",15200000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-15.html
366,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18000000.0,3.0,3.0,152,https://www.zameen.com/Homes/Karachi-2-15.html
367,"North Nazimabad - Block L, North Nazimabad",55000000.0,7.0,6.0,233,https://www.zameen.com/Homes/Karachi-2-15.html
368,"North Nazimabad - Block L, North Nazimabad",60000000.0,6.0,6.0,233,https://www.zameen.com/Homes/Karachi-2-15.html
369,"North Nazimabad - Block A, North Nazimabad",41500000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-15.html
370,"North Nazimabad - Block J, North Nazimabad",36500000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-15.html
371,"North Karachi - Sector 11A, North Karachi",2450000.0,1.0,1.0,44,https://www.zameen.com/Homes/Karachi-2-15.html
372,"DHA Phase 1, DHA Defence",35000000.0,3.0,3.0,289,https://www.zameen.com/Homes/Karachi-2-15.html
373,"North Karachi - Sector 11A, North Karachi",4400000.0,2.0,2.0,72,https://www.zameen.com/Homes/Karachi-2-15.html
374,"Emaar Pearl Towers, Emaar Crescent Bay",66000000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-15.html
375,"Bahria Town - Precinct 17, Bahria Town Karachi",6000000.0,2.0,2.0,156,https://www.zameen.com/Homes/Karachi-2-16.html
376,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",29000000.0,4.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-16.html
377,"Bahria Town Karachi, Karachi",18500000.0,5.0,5.0,272,https://www.zameen.com/Homes/Karachi-2-16.html
378,"Bahria Town - Precinct 35, Bahria Sports City",20000000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-16.html
379,"Clifton - Block 5, Clifton",137500000.0,6.0,6.0,520,https://www.zameen.com/Homes/Karachi-2-16.html
380,"Soomra Society, Scheme 33",40000000.0,6.0,8.0,240,https://www.zameen.com/Homes/Karachi-2-16.html
381,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-16.html
382,"Korangi Creek Cantonment, Korangi",3800000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-16.html
383,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",18000000.0,4.0,4.0,267,https://www.zameen.com/Homes/Karachi-2-16.html
384,"Rufi Lake Drive Apartments, Karachi",18000000.0,4.0,4.0,267,https://www.zameen.com/Homes/Karachi-2-16.html
385,"Bahria Town - Precinct 35, Bahria Sports City",21000000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-16.html
386,"Bahria Town - Precinct 27, Bahria Town Karachi",16000000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-16.html
387,"DHA Phase 8, DHA Defence",145000000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-16.html
388,"DHA Phase 8, DHA Defence",170000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-16.html
389,"DHA Phase 8, DHA Defence",107500000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-16.html
390,"DHA Phase 8, DHA Defence",175000000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-16.html
391,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",73500000.0,8.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-16.html
392,"Emaar Reef Towers, Emaar Crescent Bay",72000000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-16.html
393,"Emaar Coral Towers, Emaar Crescent Bay",52000000.0,3.0,3.0,250,https://www.zameen.com/Homes/Karachi-2-16.html
394,"Emaar Reef Towers, Emaar Crescent Bay",62500000.0,3.0,3.0,272,https://www.zameen.com/Homes/Karachi-2-16.html
395,"Emaar Coral Towers, Emaar Crescent Bay",60000000.0,4.0,5.0,356,https://www.zameen.com/Homes/Karachi-2-16.html
396,"Emaar Coral Towers, Emaar Crescent Bay",61000000.0,4.0,5.0,356,https://www.zameen.com/Homes/Karachi-2-16.html
397,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",16000000.0,3.0,3.0,215,https://www.zameen.com/Homes/Karachi-2-16.html
398,"Defence View Phase 1, Defence View Society",30000000.0,4.0,6.0,267,https://www.zameen.com/Homes/Karachi-2-16.html
399,"Defence View Phase 1, Defence View Society",32500000.0,4.0,6.0,267,https://www.zameen.com/Homes/Karachi-2-16.html
400,"Navy Housing Scheme Zamzama, Zamzama",220000000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-17.html
401,"Navy Housing Scheme Zamzama, Zamzama",137500000.0,6.0,6.0,520,https://www.zameen.com/Homes/Karachi-2-17.html
402,"Navy Housing Scheme Karsaz, Karachi",87500000.0,5.0,5.0,389,https://www.zameen.com/Homes/Karachi-2-17.html
403,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,5.0,389,https://www.zameen.com/Homes/Karachi-2-17.html
