,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards
17099,"Askari 5 - Sector J, Askari 5",62000000.0,5.0,7.0,375
17100,"Askari 5 - Sector J, Askari 5",62500000.0,5.0,5.0,375
17101,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",17500000.0,3.0,3.0,156
17102,"DHA Phase 7, DHA Defence",11000000.0,2.0,2.0,106
17103,"DHA Phase 6, DHA Defence",14000000.0,2.0,2.0,106
17104,"DHA Phase 4, DHA Defence",63500000.0,4.0,4.0,300
17105,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",61000000.0,6.0,7.0,275
17106,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",12500000.0,3.0,2.0,133
17107,"Clifton, Karachi",28500000.0,3.0,3.0,200
17108,"Salafia Society, Taiser Town",12000000.0,2.0,3.0,120
17109,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",48000000.0,6.0,8.0,240
17110,"DHA Phase 6, DHA Defence",36000000.0,3.0,3.0,222
17111,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",52500000.0,6.0,6.0,240
17112,"Askari 5, Malir Cantonment",38000000.0,3.0,3.0,289
17113,"Askari 5, Malir Cantonment",38000000.0,3.0,3.0,289
17114,"Salafia Society, Taiser Town",11500000.0,2.0,3.0,120
17115,"North Karachi - Sector 11A, North Karachi",29000000.0,6.0,6.0,288
17116,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",23000000.0,3.0,3.0,200
17117,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",9500000.0,2.0,2.0,99
17119,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",11000000.0,2.0,2.0,122
17120,"Defence View Phase 1, Defence View Society",38000000.0,5.0,5.0,200
17121,"Askari 5, Malir Cantonment",38000000.0,3.0,3.0,289
17122,"North Nazimabad - Block L, North Nazimabad",14500000.0,3.0,3.0,150
17123,other,22000000.0,4.0,4.0,120
17124,"Emaar The Views, DHA Phase 8",89800000.0,3.0,5.0,216
17125,"Askari 5 - Sector J, Askari 5",63500000.0,5.0,5.0,375
17126,"DHA Phase 4, DHA Defence",75000000.0,4.0,5.0,300
17127,"Bahria Apartments, Bahria Town Karachi",26000000.0,3.0,3.0,250
17128,"Bahria Apartments, Bahria Town Karachi",31000000.0,4.0,4.0,328
17129,"Bahria Apartments, Bahria Town Karachi",25000000.0,3.0,3.0,250
17130,"Bahria Apartments, Bahria Town Karachi",26000000.0,3.0,3.0,250
17131,"Bahria Apartments, Bahria Town Karachi",31000000.0,4.0,4.0,328
17132,"Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima",18500000.0,3.0,3.0,120
17133,"Askari 5 - Sector B, Askari 5",77000000.0,5.0,5.0,500
17134,"Askari 5, Malir Cantonment",32500000.0,3.0,3.0,286
17135,"Askari 5, Malir Cantonment",42500000.0,4.0,4.0,333
17136,"Askari 5, Malir Cantonment",31500000.0,3.0,3.0,286
17137,"Askari 5 - Sector J, Askari 5",62500000.0,5.0,5.0,375
17138,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",17500000.0,3.0,3.0,156
17139,"DHA Phase 7, DHA Defence",11000000.0,2.0,2.0,106
17140,"DHA Phase 6, DHA Defence",14000000.0,2.0,2.0,106
17141,"DHA Phase 4, DHA Defence",63500000.0,4.0,4.0,300
17142,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",61000000.0,6.0,7.0,275
17143,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",12500000.0,3.0,2.0,133
17144,"Clifton, Karachi",28500000.0,3.0,3.0,200
17145,"Salafia Society, Taiser Town",12000000.0,2.0,3.0,120
17146,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",48000000.0,6.0,8.0,240
17147,"DHA Phase 6, DHA Defence",36000000.0,3.0,3.0,222
17148,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",52500000.0,6.0,6.0,240
17149,"Askari 5, Malir Cantonment",38000000.0,3.0,3.0,289
17150,"DHA Phase 7, DHA Defence",100000000.0,5.0,6.0,500
17151,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",7500000.0,2.0,2.0,72
17152,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",10000000.0,3.0,3.0,139
17153,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",10000000.0,2.0,2.0,94
17154,"Askari 5 - Sector J, Askari 5",39000000.0,4.0,4.0,367
17155,"Clifton - Block 8, Clifton",19500000.0,2.0,2.0,128
17156,"Khalid Bin Walid Road, Karachi",35000000.0,3.0,3.0,194
17157,"Khalid Bin Walid Road, Karachi",100000000.0,5.0,6.0,235
17158,"Askari 5, Malir Cantonment",35000000.0,4.0,4.0,331
17159,"Askari 5 - Sector J, Askari 5",39000000.0,4.0,4.0,367
17160,"Bahria Town - Precinct 31, Bahria Town Karachi",14500000.0,3.0,3.0,125
17161,"Navy Housing Scheme Karsaz, Karachi",122500000.0,5.0,5.0,350
17162,"DHA Phase 8, DHA Defence",125000000.0,5.0,5.0,500
17163,other,19500000.0,3.0,3.0,200
17164,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",12000000.0,3.0,3.0,134
17165,"Gwalior Cooperative Housing Society, Scheme 33",7500000.0,3.0,3.0,103
17166,"Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima",5500000.0,2.0,2.0,72
17169,"Saima Arabian Villas, Gadap Town",29500000.0,4.0,3.0,240
17170,"Saadi Garden, Scheme 33",19500000.0,4.0,6.0,120
17172,other,5700000.0,5.0,2.0,128
17173,"Diamond City, Gulshan-e-Maymar",13500000.0,8.0,5.0,100
17174,other,3600000.0,3.0,2.0,72
17175,"Saima Arabian Villas, Gadap Town",16500000.0,3.0,3.0,160
17176,"Saima Arabian Villas, Gadap Town",25500000.0,3.0,3.0,240
17177,"Saima Arabian Villas, Gadap Town",4700000.0,2.0,2.0,83
17178,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",8200000.0,2.0,2.0,99
17179,"Badar Commercial Area, DHA Phase 5",10000000.0,2.0,2.0,111
17180,"Badar Commercial Area, DHA Phase 5",10000000.0,2.0,2.0,111
17182,"DHA Phase 7, DHA Defence",140000000.0,6.0,6.0,500
17185,"Gwalior Cooperative Housing Society, Scheme 33",43500000.0,6.0,6.0,240
17186,"Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar",14000000.0,3.0,3.0,233
17187,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A",43000000.0,6.0,6.0,200
17188,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",61000000.0,6.0,6.0,240
17189,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",64500000.0,6.0,6.0,400
17190,other,53000000.0,6.0,6.0,400
17191,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",44600000.0,6.0,6.0,240
17192,"Sector 32 - Punjabi Saudagar City Phase 1, Scheme 33 - Sector 32",21000000.0,4.0,5.0,120
17193,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",26100000.0,4.0,4.0,120
17194,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",71500000.0,6.0,6.0,240
17195,other,40000000.0,6.0,6.0,240
17196,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",25300000.0,4.0,5.0,120
17197,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",27000000.0,6.0,6.0,240
17198,"DHA Phase 6, DHA Defence",140000000.0,6.0,6.0,666
17199,"Fatima Golf Residency, Gulistan-e-Jauhar",15500000.0,3.0,3.0,178
17200,other,5700000.0,5.0,2.0,128
17201,"Diamond City, Gulshan-e-Maymar",13500000.0,8.0,5.0,100
17202,other,3600000.0,3.0,2.0,72
17203,"Saima Arabian Villas, Gadap Town",16500000.0,3.0,3.0,160
17204,"Saima Arabian Villas, Gadap Town",25500000.0,3.0,3.0,240
17205,"Saima Arabian Villas, Gadap Town",4700000.0,2.0,2.0,83
17206,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",8200000.0,2.0,2.0,99
17207,"Badar Commercial Area, DHA Phase 5",10000000.0,2.0,2.0,111
17208,"Badar Commercial Area, DHA Phase 5",10000000.0,2.0,2.0,111
17210,"DHA Phase 7, DHA Defence",140000000.0,6.0,6.0,500
17212,"Gwalior Cooperative Housing Society, Scheme 33",43500000.0,6.0,6.0,240
17213,"Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar",14000000.0,3.0,3.0,233
17214,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A",43000000.0,6.0,6.0,200
17215,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",61000000.0,6.0,6.0,240
17216,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",64500000.0,6.0,6.0,400
17217,other,53000000.0,6.0,6.0,400
17218,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",44600000.0,6.0,6.0,240
